State,District,Year,Crop,Season,Area (Hectare),Production (Bales),Production (Nuts),Production (Tonnes),Yield (Bales/Hectare),Yield (Nuts/Hectare),Yield (Tonne/Hectare),Avg_Temp,Total_Rainfall,Avg_Humidity
Chhattisgarh,Balrampur,2019,Ginger,Whole Year,184.0,,,199.0,,,1.08,23.564849315068493,1238.9099999999999,60.92890410958904
Chhattisgarh,Balrampur,2019,Jowar,Whole Year,372.0,,,482.0,,,1.3,23.564849315068493,1238.9099999999999,60.92890410958904
Chhattisgarh,Balrampur,2019,Onion,Whole Year,633.0,,,2843.0,,,4.49,23.564849315068493,1238.9099999999999,60.92890410958904
Chhattisgarh,Balrampur,2019,Sugarcane,Whole Year,2144.0,,,2469.0,,,1.15,23.564849315068493,1238.9099999999999,60.92890410958904
Chhattisgarh,Balrampur,2019,Sunflower,Whole Year,12.0,,,4.0,,,0.33,23.564849315068493,1238.9099999999999,60.92890410958904
Chhattisgarh,Balrampur,2019,Sweet potato,Whole Year,233.0,,,1267.0,,,5.44,23.564849315068493,1238.9099999999999,60.92890410958904
Chhattisgarh,Balrampur,2019,Tobacco,Whole Year,1.0,,,1.0,,,1.0,23.564849315068493,1238.9099999999999,60.92890410958904
Chhattisgarh,Balrampur,2019,Turmeric,Whole Year,46.0,,,37.0,,,0.8,23.564849315068493,1238.9099999999999,60.92890410958904
Chhattisgarh,Balrampur,2020,Banana,Whole Year,2.0,,,39.0,,,19.5,22.27603825136612,1792.1899999999998,69.50379781420764
Chhattisgarh,Balrampur,2020,Coriander,Whole Year,158.0,,,34.0,,,0.22,22.27603825136612,1792.1899999999998,69.50379781420764
Chhattisgarh,Balrampur,2020,Dry chillies,Whole Year,392.0,,,226.0,,,0.58,22.27603825136612,1792.1899999999998,69.50379781420764
Chhattisgarh,Balrampur,2020,Garlic,Whole Year,237.0,,,595.0,,,2.51,22.27603825136612,1792.1899999999998,69.50379781420764
Chhattisgarh,Balrampur,2020,Ginger,Whole Year,58.0,,,69.0,,,1.19,22.27603825136612,1792.1899999999998,69.50379781420764
Chhattisgarh,Balrampur,2020,Jowar,Whole Year,186.0,,,240.0,,,1.29,22.27603825136612,1792.1899999999998,69.50379781420764
Chhattisgarh,Balrampur,2020,Onion,Whole Year,648.0,,,2755.0,,,4.25,22.27603825136612,1792.1899999999998,69.50379781420764
Chhattisgarh,Balrampur,2020,Sugarcane,Whole Year,2157.0,,,24970.0,,,11.58,22.27603825136612,1792.1899999999998,69.50379781420764
Chhattisgarh,Balrampur,2020,Sunflower,Whole Year,7.0,,,2.0,,,0.29,22.27603825136612,1792.1899999999998,69.50379781420764
Chhattisgarh,Balrampur,2020,Sweet potato,Whole Year,330.0,,,1794.0,,,5.44,22.27603825136612,1792.1899999999998,69.50379781420764
Chhattisgarh,Balrampur,2020,Tobacco,Whole Year,2.0,,,1.0,,,0.5,22.27603825136612,1792.1899999999998,69.50379781420764
Chhattisgarh,Balrampur,2020,Turmeric,Whole Year,77.0,,,99.0,,,1.29,22.27603825136612,1792.1899999999998,69.50379781420764
Chhattisgarh,Balrampur,2021,Banana,Whole Year,2.0,,,26.0,,,13.0,22.902082191780828,1298.25,64.85287671232878
Chhattisgarh,Balrampur,2021,Coriander,Whole Year,61.0,,,12.0,,,0.2,22.902082191780828,1298.25,64.85287671232878
Chhattisgarh,Balrampur,2021,Dry chillies,Whole Year,356.0,,,231.0,,,0.65,22.902082191780828,1298.25,64.85287671232878
Chhattisgarh,Balrampur,2021,Garlic,Whole Year,229.0,,,536.0,,,2.34,22.902082191780828,1298.25,64.85287671232878
Chhattisgarh,Balrampur,2021,Ginger,Whole Year,48.0,,,54.0,,,1.13,22.902082191780828,1298.25,64.85287671232878
Chhattisgarh,Balrampur,2021,Jowar,Whole Year,84.0,,,59.0,,,0.7,22.902082191780828,1298.25,64.85287671232878
Chhattisgarh,Balrampur,2021,Onion,Whole Year,654.0,,,3539.0,,,5.41,22.902082191780828,1298.25,64.85287671232878
Chhattisgarh,Balrampur,2021,Sugarcane,Whole Year,1167.0,,,14030.0,,,12.02,22.902082191780828,1298.25,64.85287671232878
Chhattisgarh,Balrampur,2021,Sunflower,Whole Year,10.0,,,4.0,,,0.4,22.902082191780828,1298.25,64.85287671232878
Chhattisgarh,Balrampur,2021,Sweet potato,Whole Year,235.0,,,1192.0,,,5.07,22.902082191780828,1298.25,64.85287671232878
Chhattisgarh,Balrampur,2021,Tobacco,Whole Year,2.0,,,1.0,,,0.5,22.902082191780828,1298.25,64.85287671232878
Chhattisgarh,Balrampur,2021,Turmeric,Whole Year,56.0,,,72.0,,,1.29,22.902082191780828,1298.25,64.85287671232878
Chhattisgarh,Balrampur,2022,Banana,Whole Year,1.0,,,0.0,,,0.0,23.45443835616438,1008.23,59.76786301369863
Chhattisgarh,Balrampur,2022,Coriander,Whole Year,8.0,,,2.0,,,0.25,23.45443835616438,1008.23,59.76786301369863
Chhattisgarh,Balrampur,2022,Dry chillies,Whole Year,339.0,,,227.0,,,0.67,23.45443835616438,1008.23,59.76786301369863
Chhattisgarh,Balrampur,2022,Garlic,Whole Year,19.0,,,47.0,,,2.47,23.45443835616438,1008.23,59.76786301369863
Chhattisgarh,Balrampur,2022,Ginger,Whole Year,34.0,,,35.0,,,1.03,23.45443835616438,1008.23,59.76786301369863
Chhattisgarh,Balrampur,2022,Jowar,Whole Year,9.0,,,11.0,,,1.22,23.45443835616438,1008.23,59.76786301369863
Chhattisgarh,Balrampur,2022,Onion,Whole Year,85.0,,,594.0,,,6.99,23.45443835616438,1008.23,59.76786301369863
Chhattisgarh,Balrampur,2022,Sugarcane,Whole Year,1109.0,,,1294.0,,,1.17,23.45443835616438,1008.23,59.76786301369863
Chhattisgarh,Balrampur,2022,Sunflower,Whole Year,7.0,,,3.0,,,0.43,23.45443835616438,1008.23,59.76786301369863
Chhattisgarh,Balrampur,2022,Sweet potato,Whole Year,158.0,,,845.0,,,5.35,23.45443835616438,1008.23,59.76786301369863
Chhattisgarh,Balrampur,2022,Tobacco,Whole Year,1.0,,,1.0,,,1.0,23.45443835616438,1008.23,59.76786301369863
Chhattisgarh,Balrampur,2022,Turmeric,Whole Year,15.0,,,12.0,,,0.8,23.45443835616438,1008.23,59.76786301369863
Chhattisgarh,Bastar,2015,Banana,Whole Year,91.0,,,2267.0,,,24.91,24.439397260273974,1804.8899999999999,69.93221917808219
Chhattisgarh,Bastar,2015,Coriander,Whole Year,14.0,,,4.0,,,0.29,24.439397260273974,1804.8899999999999,69.93221917808219
Chhattisgarh,Bastar,2015,Dry chillies,Whole Year,637.0,,,242.0,,,0.38,24.439397260273974,1804.8899999999999,69.93221917808219
Chhattisgarh,Bastar,2015,Garlic,Whole Year,1.0,,,3.0,,,3.0,24.439397260273974,1804.8899999999999,69.93221917808219
Chhattisgarh,Bastar,2015,Ginger,Whole Year,90.0,,,95.0,,,1.06,24.439397260273974,1804.8899999999999,69.93221917808219
Chhattisgarh,Bastar,2015,Jowar,Whole Year,222.0,,,257.0,,,1.16,24.439397260273974,1804.8899999999999,69.93221917808219
Chhattisgarh,Bastar,2015,Onion,Whole Year,133.0,,,741.0,,,5.57,24.439397260273974,1804.8899999999999,69.93221917808219
Chhattisgarh,Bastar,2015,Sugarcane,Whole Year,321.0,,,961.0,,,2.99,24.439397260273974,1804.8899999999999,69.93221917808219
Chhattisgarh,Bastar,2015,Sweet potato,Whole Year,113.0,,,671.0,,,5.94,24.439397260273974,1804.8899999999999,69.93221917808219
Chhattisgarh,Bastar,2015,Turmeric,Whole Year,110.0,,,87.0,,,0.79,24.439397260273974,1804.8899999999999,69.93221917808219
Chhattisgarh,Bastar,2016,Banana,Whole Year,69.0,,,1938.0,,,28.09,24.725300546448086,1693.37,67.6956830601093
Chhattisgarh,Bastar,2016,Coriander,Whole Year,9.0,,,3.0,,,0.33,24.725300546448086,1693.37,67.6956830601093
Chhattisgarh,Bastar,2016,Dry chillies,Whole Year,745.0,,,396.0,,,0.53,24.725300546448086,1693.37,67.6956830601093
Chhattisgarh,Bastar,2016,Ginger,Whole Year,93.0,,,110.0,,,1.18,24.725300546448086,1693.37,67.6956830601093
Chhattisgarh,Bastar,2016,Jowar,Whole Year,178.0,,,340.0,,,1.91,24.725300546448086,1693.37,67.6956830601093
Chhattisgarh,Bastar,2016,Onion,Whole Year,142.0,,,389.0,,,2.74,24.725300546448086,1693.37,67.6956830601093
Chhattisgarh,Bastar,2016,Sugarcane,Whole Year,861.0,,,1919.0,,,2.23,24.725300546448086,1693.37,67.6956830601093
Chhattisgarh,Bastar,2016,Sweet potato,Whole Year,102.0,,,587.0,,,5.75,24.725300546448086,1693.37,67.6956830601093
Chhattisgarh,Bastar,2016,Turmeric,Whole Year,116.0,,,102.0,,,0.88,24.725300546448086,1693.37,67.6956830601093
Chhattisgarh,Bastar,2017,Banana,Whole Year,78.0,,,1362.0,,,17.46,24.646328767123286,1781.04,67.32589041095889
Chhattisgarh,Bastar,2017,Coriander,Whole Year,7.0,,,1.0,,,0.14,24.646328767123286,1781.04,67.32589041095889
Chhattisgarh,Bastar,2017,Dry chillies,Whole Year,1176.0,,,379.0,,,0.32,24.646328767123286,1781.04,67.32589041095889
Chhattisgarh,Bastar,2017,Garlic,Whole Year,2.0,,,6.0,,,3.0,24.646328767123286,1781.04,67.32589041095889
Chhattisgarh,Bastar,2017,Ginger,Whole Year,83.0,,,98.0,,,1.18,24.646328767123286,1781.04,67.32589041095889
Chhattisgarh,Bastar,2017,Jowar,Whole Year,156.0,,,331.0,,,2.12,24.646328767123286,1781.04,67.32589041095889
Chhattisgarh,Bastar,2017,Onion,Whole Year,91.0,,,535.0,,,5.88,24.646328767123286,1781.04,67.32589041095889
Chhattisgarh,Bastar,2017,Sugarcane,Whole Year,682.0,,,1043.0,,,1.53,24.646328767123286,1781.04,67.32589041095889
Chhattisgarh,Bastar,2017,Sweet potato,Whole Year,112.0,,,655.0,,,5.85,24.646328767123286,1781.04,67.32589041095889
Chhattisgarh,Bastar,2017,Tobacco,Whole Year,3.0,,,2.0,,,0.67,24.646328767123286,1781.04,67.32589041095889
Chhattisgarh,Bastar,2017,Turmeric,Whole Year,109.0,,,73.0,,,0.67,24.646328767123286,1781.04,67.32589041095889
Chhattisgarh,Bastar,2018,Banana,Whole Year,43.0,,,578.0,,,13.44,24.245945205479455,1495.2199999999998,67.49769863013698
Chhattisgarh,Bastar,2018,Coriander,Whole Year,7.0,,,2.0,,,0.29,24.245945205479455,1495.2199999999998,67.49769863013698
Chhattisgarh,Bastar,2018,Dry chillies,Whole Year,1104.0,,,581.0,,,0.53,24.245945205479455,1495.2199999999998,67.49769863013698
Chhattisgarh,Bastar,2018,Garlic,Whole Year,1.0,,,,,,0.0,24.245945205479455,1495.2199999999998,67.49769863013698
Chhattisgarh,Bastar,2018,Ginger,Whole Year,68.0,,,80.0,,,1.18,24.245945205479455,1495.2199999999998,67.49769863013698
Chhattisgarh,Bastar,2018,Jowar,Whole Year,143.0,,,180.0,,,1.26,24.245945205479455,1495.2199999999998,67.49769863013698
Chhattisgarh,Bastar,2018,Onion,Whole Year,161.0,,,722.0,,,4.48,24.245945205479455,1495.2199999999998,67.49769863013698
Chhattisgarh,Bastar,2018,Sugarcane,Whole Year,566.0,,,1358.0,,,2.4,24.245945205479455,1495.2199999999998,67.49769863013698
Chhattisgarh,Bastar,2018,Sunflower,Whole Year,17.0,,,,,,0.0,24.245945205479455,1495.2199999999998,67.49769863013698
Chhattisgarh,Bastar,2018,Sweet potato,Whole Year,105.0,,,557.0,,,5.3,24.245945205479455,1495.2199999999998,67.49769863013698
Chhattisgarh,Bastar,2018,Tobacco,Whole Year,2.0,,,,,,0.0,24.245945205479455,1495.2199999999998,67.49769863013698
Chhattisgarh,Bastar,2018,Turmeric,Whole Year,108.0,,,84.0,,,0.78,24.245945205479455,1495.2199999999998,67.49769863013698
Chhattisgarh,Bastar,2019,Banana,Whole Year,67.0,,,1158.0,,,17.28,24.838958904109592,2060.88,68.74961643835617
Chhattisgarh,Bastar,2019,Coriander,Whole Year,5.0,,,1.0,,,0.2,24.838958904109592,2060.88,68.74961643835617
Chhattisgarh,Bastar,2019,Dry chillies,Whole Year,848.0,,,370.0,,,0.44,24.838958904109592,2060.88,68.74961643835617
Chhattisgarh,Bastar,2019,Ginger,Whole Year,25.0,,,30.0,,,1.2,24.838958904109592,2060.88,68.74961643835617
Chhattisgarh,Bastar,2019,Jowar,Whole Year,83.0,,,137.0,,,1.65,24.838958904109592,2060.88,68.74961643835617
Chhattisgarh,Bastar,2019,Onion,Whole Year,134.0,,,619.0,,,4.62,24.838958904109592,2060.88,68.74961643835617
Chhattisgarh,Bastar,2019,Sugarcane,Whole Year,455.0,,,490.0,,,1.08,24.838958904109592,2060.88,68.74961643835617
Chhattisgarh,Bastar,2019,Sunflower,Whole Year,17.0,,,5.0,,,0.29,24.838958904109592,2060.88,68.74961643835617
Chhattisgarh,Bastar,2019,Sweet potato,Whole Year,52.0,,,257.0,,,4.94,24.838958904109592,2060.88,68.74961643835617
Chhattisgarh,Bastar,2019,Tobacco,Whole Year,1.0,,,,,,0.0,24.838958904109592,2060.88,68.74961643835617
Chhattisgarh,Bastar,2019,Turmeric,Whole Year,60.0,,,46.0,,,0.77,24.838958904109592,2060.88,68.74961643835617
Chhattisgarh,Bastar,2020,Banana,Whole Year,57.0,,,1390.0,,,24.39,24.264371584699454,1540.5,73.50439890710382
Chhattisgarh,Bastar,2020,Cashewnut,Whole Year,1048.0,,,0.0,,,0.0,24.264371584699454,1540.5,73.50439890710382
Chhattisgarh,Bastar,2020,Coriander,Whole Year,5.0,,,1.0,,,0.2,24.264371584699454,1540.5,73.50439890710382
Chhattisgarh,Bastar,2020,Dry chillies,Whole Year,815.0,,,302.0,,,0.37,24.264371584699454,1540.5,73.50439890710382
Chhattisgarh,Bastar,2020,Ginger,Whole Year,20.0,,,24.0,,,1.2,24.264371584699454,1540.5,73.50439890710382
Chhattisgarh,Bastar,2020,Jowar,Whole Year,47.0,,,80.0,,,1.7,24.264371584699454,1540.5,73.50439890710382
Chhattisgarh,Bastar,2020,Onion,Whole Year,81.0,,,353.0,,,4.36,24.264371584699454,1540.5,73.50439890710382
Chhattisgarh,Bastar,2020,Sugarcane,Whole Year,454.0,,,9050.0,,,19.93,24.264371584699454,1540.5,73.50439890710382
Chhattisgarh,Bastar,2020,Sunflower,Whole Year,15.0,,,5.0,,,0.33,24.264371584699454,1540.5,73.50439890710382
Chhattisgarh,Bastar,2020,Sweet potato,Whole Year,57.0,,,272.0,,,4.77,24.264371584699454,1540.5,73.50439890710382
Chhattisgarh,Bastar,2020,Tobacco,Whole Year,33.0,,,17.0,,,0.52,24.264371584699454,1540.5,73.50439890710382
Chhattisgarh,Bastar,2020,Turmeric,Whole Year,45.0,,,31.0,,,0.69,24.264371584699454,1540.5,73.50439890710382
Chhattisgarh,Bastar,2021,Banana,Whole Year,79.0,,,866.0,,,10.96,24.581561643835617,1296.0399999999997,69.9526301369863
Chhattisgarh,Bastar,2021,Cashewnut,Whole Year,965.0,,,0.0,,,0.0,24.581561643835617,1296.0399999999997,69.9526301369863
Chhattisgarh,Bastar,2021,Coriander,Whole Year,7.0,,,2.0,,,0.29,24.581561643835617,1296.0399999999997,69.9526301369863
Chhattisgarh,Bastar,2021,Dry chillies,Whole Year,752.0,,,325.0,,,0.43,24.581561643835617,1296.0399999999997,69.9526301369863
Chhattisgarh,Bastar,2021,Ginger,Whole Year,15.0,,,17.0,,,1.13,24.581561643835617,1296.0399999999997,69.9526301369863
Chhattisgarh,Bastar,2021,Jowar,Whole Year,32.0,,,25.0,,,0.78,24.581561643835617,1296.0399999999997,69.9526301369863
Chhattisgarh,Bastar,2021,Onion,Whole Year,60.0,,,372.0,,,6.2,24.581561643835617,1296.0399999999997,69.9526301369863
Chhattisgarh,Bastar,2021,Sugarcane,Whole Year,414.0,,,6630.0,,,16.01,24.581561643835617,1296.0399999999997,69.9526301369863
Chhattisgarh,Bastar,2021,Sunflower,Whole Year,10.0,,,4.0,,,0.4,24.581561643835617,1296.0399999999997,69.9526301369863
Chhattisgarh,Bastar,2021,Sweet potato,Whole Year,45.0,,,231.0,,,5.13,24.581561643835617,1296.0399999999997,69.9526301369863
Chhattisgarh,Bastar,2021,Tobacco,Whole Year,33.0,,,19.0,,,0.58,24.581561643835617,1296.0399999999997,69.9526301369863
Chhattisgarh,Bastar,2021,Turmeric,Whole Year,42.0,,,29.0,,,0.69,24.581561643835617,1296.0399999999997,69.9526301369863
Chhattisgarh,Bastar,2022,Banana,Whole Year,76.0,,,1930.0,,,25.39,24.41205479452055,1754.09,70.48479452054795
Chhattisgarh,Bastar,2022,Coriander,Whole Year,7.0,,,2.0,,,0.29,24.41205479452055,1754.09,70.48479452054795
Chhattisgarh,Bastar,2022,Dry chillies,Whole Year,600.0,,,324.0,,,0.54,24.41205479452055,1754.09,70.48479452054795
Chhattisgarh,Bastar,2022,Ginger,Whole Year,19.0,,,19.0,,,1.0,24.41205479452055,1754.09,70.48479452054795
Chhattisgarh,Bastar,2022,Jowar,Whole Year,20.0,,,29.0,,,1.45,24.41205479452055,1754.09,70.48479452054795
Chhattisgarh,Bastar,2022,Onion,Whole Year,55.0,,,420.0,,,7.64,24.41205479452055,1754.09,70.48479452054795
Chhattisgarh,Bastar,2022,Sugarcane,Whole Year,399.0,,,767.0,,,1.92,24.41205479452055,1754.09,70.48479452054795
Chhattisgarh,Bastar,2022,Sunflower,Whole Year,12.0,,,4.0,,,0.33,24.41205479452055,1754.09,70.48479452054795
Chhattisgarh,Bastar,2022,Sweet potato,Whole Year,33.0,,,187.0,,,5.67,24.41205479452055,1754.09,70.48479452054795
Chhattisgarh,Bastar,2022,Tobacco,Whole Year,15.0,,,9.0,,,0.6,24.41205479452055,1754.09,70.48479452054795
Chhattisgarh,Bastar,2022,Turmeric,Whole Year,44.0,,,31.0,,,0.7,24.41205479452055,1754.09,70.48479452054795
Chhattisgarh,Bemetara,2015,Banana,Whole Year,262.0,,,10654.0,,,40.66,26.179726027397262,1072.72,59.096739726027394
Chhattisgarh,Bemetara,2015,Coriander,Whole Year,28.0,,,7.0,,,0.25,26.179726027397262,1072.72,59.096739726027394
Chhattisgarh,Bemetara,2015,Cotton(lint),Whole Year,16.0,22.0,,,1.38,,,26.179726027397262,1072.72,59.096739726027394
Chhattisgarh,Bemetara,2015,Dry chillies,Whole Year,80.0,,,88.0,,,1.1,26.179726027397262,1072.72,59.096739726027394
Chhattisgarh,Bemetara,2015,Ginger,Whole Year,63.0,,,63.0,,,1.0,26.179726027397262,1072.72,59.096739726027394
Chhattisgarh,Bemetara,2015,Onion,Whole Year,47.0,,,213.0,,,4.53,26.179726027397262,1072.72,59.096739726027394
Chhattisgarh,Bemetara,2015,Sugarcane,Whole Year,984.0,,,3475.0,,,3.53,26.179726027397262,1072.72,59.096739726027394
Chhattisgarh,Bemetara,2015,Sweet potato,Whole Year,1.0,,,7.0,,,7.0,26.179726027397262,1072.72,59.096739726027394
Chhattisgarh,Bemetara,2015,Turmeric,Whole Year,23.0,,,20.0,,,0.87,26.179726027397262,1072.72,59.096739726027394
Chhattisgarh,Bemetara,2016,Banana,Whole Year,275.0,,,7723.0,,,28.08,26.58049180327869,1208.86,56.32150273224043
Chhattisgarh,Bemetara,2016,Coriander,Whole Year,177.0,,,49.0,,,0.28,26.58049180327869,1208.86,56.32150273224043
Chhattisgarh,Bemetara,2016,Cotton(lint),Whole Year,26.0,35.0,,,1.35,,,26.58049180327869,1208.86,56.32150273224043
Chhattisgarh,Bemetara,2016,Dry chillies,Whole Year,49.0,,,39.0,,,0.8,26.58049180327869,1208.86,56.32150273224043
Chhattisgarh,Bemetara,2016,Garlic,Whole Year,24.0,,,70.0,,,2.92,26.58049180327869,1208.86,56.32150273224043
Chhattisgarh,Bemetara,2016,Ginger,Whole Year,80.0,,,84.0,,,1.05,26.58049180327869,1208.86,56.32150273224043
Chhattisgarh,Bemetara,2016,Onion,Whole Year,86.0,,,117.0,,,1.36,26.58049180327869,1208.86,56.32150273224043
Chhattisgarh,Bemetara,2016,Sugarcane,Whole Year,2291.0,,,4508.0,,,1.97,26.58049180327869,1208.86,56.32150273224043
Chhattisgarh,Bemetara,2016,Sweet potato,Whole Year,15.0,,,87.0,,,5.8,26.58049180327869,1208.86,56.32150273224043
Chhattisgarh,Bemetara,2016,Turmeric,Whole Year,35.0,,,35.0,,,1.0,26.58049180327869,1208.86,56.32150273224043
Chhattisgarh,Bemetara,2017,Banana,Whole Year,344.0,,,7842.0,,,22.8,26.56509589041096,1053.1399999999999,55.684520547945205
Chhattisgarh,Bemetara,2017,Coriander,Whole Year,158.0,,,44.0,,,0.28,26.56509589041096,1053.1399999999999,55.684520547945205
Chhattisgarh,Bemetara,2017,Cotton(lint),Whole Year,225.0,334.0,,,1.48,,,26.56509589041096,1053.1399999999999,55.684520547945205
Chhattisgarh,Bemetara,2017,Dry chillies,Whole Year,132.0,,,91.0,,,0.69,26.56509589041096,1053.1399999999999,55.684520547945205
Chhattisgarh,Bemetara,2017,Garlic,Whole Year,1.0,,,3.0,,,3.0,26.56509589041096,1053.1399999999999,55.684520547945205
Chhattisgarh,Bemetara,2017,Ginger,Whole Year,106.0,,,112.0,,,1.06,26.56509589041096,1053.1399999999999,55.684520547945205
Chhattisgarh,Bemetara,2017,Jowar,Whole Year,3.0,,,4.0,,,1.33,26.56509589041096,1053.1399999999999,55.684520547945205
Chhattisgarh,Bemetara,2017,Onion,Whole Year,99.0,,,453.0,,,4.58,26.56509589041096,1053.1399999999999,55.684520547945205
Chhattisgarh,Bemetara,2017,Sugarcane,Whole Year,2176.0,,,15861.0,,,7.29,26.56509589041096,1053.1399999999999,55.684520547945205
Chhattisgarh,Bemetara,2017,Sweet potato,Whole Year,11.0,,,74.0,,,6.73,26.56509589041096,1053.1399999999999,55.684520547945205
Chhattisgarh,Bemetara,2017,Turmeric,Whole Year,57.0,,,408.0,,,7.16,26.56509589041096,1053.1399999999999,55.684520547945205
Chhattisgarh,Bemetara,2018,Banana,Whole Year,495.0,,,10586.0,,,21.39,26.2106301369863,1071.06,55.29498630136986
Chhattisgarh,Bemetara,2018,Coriander,Whole Year,101.0,,,30.0,,,0.3,26.2106301369863,1071.06,55.29498630136986
Chhattisgarh,Bemetara,2018,Cotton(lint),Whole Year,956.0,1304.0,,,1.36,,,26.2106301369863,1071.06,55.29498630136986
Chhattisgarh,Bemetara,2018,Dry chillies,Whole Year,235.0,,,10.0,,,0.04,26.2106301369863,1071.06,55.29498630136986
Chhattisgarh,Bemetara,2018,Garlic,Whole Year,1.0,,,3.0,,,3.0,26.2106301369863,1071.06,55.29498630136986
Chhattisgarh,Bemetara,2018,Ginger,Whole Year,81.0,,,94.0,,,1.16,26.2106301369863,1071.06,55.29498630136986
Chhattisgarh,Bemetara,2018,Onion,Whole Year,29.0,,,110.0,,,3.79,26.2106301369863,1071.06,55.29498630136986
Chhattisgarh,Bemetara,2018,Sugarcane,Whole Year,3104.0,,,17931.0,,,5.78,26.2106301369863,1071.06,55.29498630136986
Chhattisgarh,Bemetara,2018,Sweet potato,Whole Year,71.0,,,412.0,,,5.8,26.2106301369863,1071.06,55.29498630136986
Chhattisgarh,Bemetara,2018,Turmeric,Whole Year,94.0,,,82.0,,,0.87,26.2106301369863,1071.06,55.29498630136986
Chhattisgarh,Bemetara,2019,Banana,Whole Year,532.0,,,12530.0,,,23.55,26.120301369863014,1452.16,59.42690410958904
Chhattisgarh,Bemetara,2019,Coriander,Whole Year,60.0,,,16.0,,,0.27,26.120301369863014,1452.16,59.42690410958904
Chhattisgarh,Bemetara,2019,Cotton(lint),Whole Year,1417.0,2109.0,,,1.49,,,26.120301369863014,1452.16,59.42690410958904
Chhattisgarh,Bemetara,2019,Dry chillies,Whole Year,250.0,,,194.0,,,0.78,26.120301369863014,1452.16,59.42690410958904
Chhattisgarh,Bemetara,2019,Ginger,Whole Year,37.0,,,39.0,,,1.05,26.120301369863014,1452.16,59.42690410958904
Chhattisgarh,Bemetara,2019,Jowar,Whole Year,2.0,,,2.0,,,1.0,26.120301369863014,1452.16,59.42690410958904
Chhattisgarh,Bemetara,2019,Onion,Whole Year,1.0,,,,,,0.0,26.120301369863014,1452.16,59.42690410958904
Chhattisgarh,Bemetara,2019,Sugarcane,Whole Year,3424.0,,,20388.0,,,5.95,26.120301369863014,1452.16,59.42690410958904
Chhattisgarh,Bemetara,2019,Sunflower,Whole Year,28.0,,,23.0,,,0.82,26.120301369863014,1452.16,59.42690410958904
Chhattisgarh,Bemetara,2019,Sweet potato,Whole Year,20.0,,,106.0,,,5.3,26.120301369863014,1452.16,59.42690410958904
Chhattisgarh,Bemetara,2019,Turmeric,Whole Year,129.0,,,97.0,,,0.75,26.120301369863014,1452.16,59.42690410958904
Chhattisgarh,Bemetara,2020,Banana,Whole Year,724.0,,,16671.0,,,23.03,24.856229508196723,1782.5299999999997,68.43713114754098
Chhattisgarh,Bemetara,2020,Coriander,Whole Year,202.0,,,60.0,,,0.3,24.856229508196723,1782.5299999999997,68.43713114754098
Chhattisgarh,Bemetara,2020,Cotton(lint),Whole Year,1894.0,3288.0,,,1.74,,,24.856229508196723,1782.5299999999997,68.43713114754098
Chhattisgarh,Bemetara,2020,Dry chillies,Whole Year,160.0,,,134.0,,,0.84,24.856229508196723,1782.5299999999997,68.43713114754098
Chhattisgarh,Bemetara,2020,Ginger,Whole Year,72.0,,,98.0,,,1.36,24.856229508196723,1782.5299999999997,68.43713114754098
Chhattisgarh,Bemetara,2020,Jowar,Whole Year,2.0,,,2.0,,,1.0,24.856229508196723,1782.5299999999997,68.43713114754098
Chhattisgarh,Bemetara,2020,Onion,Whole Year,85.0,,,316.0,,,3.72,24.856229508196723,1782.5299999999997,68.43713114754098
Chhattisgarh,Bemetara,2020,Sugarcane,Whole Year,3672.0,,,105730.0,,,28.79,24.856229508196723,1782.5299999999997,68.43713114754098
Chhattisgarh,Bemetara,2020,Sunflower,Whole Year,8.0,,,7.0,,,0.88,24.856229508196723,1782.5299999999997,68.43713114754098
Chhattisgarh,Bemetara,2020,Sweet potato,Whole Year,11.0,,,69.0,,,6.27,24.856229508196723,1782.5299999999997,68.43713114754098
Chhattisgarh,Bemetara,2020,Turmeric,Whole Year,180.0,,,482.0,,,2.68,24.856229508196723,1782.5299999999997,68.43713114754098
Chhattisgarh,Bemetara,2021,Banana,Whole Year,724.0,,,3104.0,,,4.29,25.62701369863014,1505.79,61.639178082191776
Chhattisgarh,Bemetara,2021,Coriander,Whole Year,520.0,,,167.0,,,0.32,25.62701369863014,1505.79,61.639178082191776
Chhattisgarh,Bemetara,2021,Cotton(lint),Whole Year,1754.0,3046.0,,,1.74,,,25.62701369863014,1505.79,61.639178082191776
Chhattisgarh,Bemetara,2021,Dry chillies,Whole Year,349.0,,,311.0,,,0.89,25.62701369863014,1505.79,61.639178082191776
Chhattisgarh,Bemetara,2021,Garlic,Whole Year,1.0,,,4.0,,,4.0,25.62701369863014,1505.79,61.639178082191776
Chhattisgarh,Bemetara,2021,Ginger,Whole Year,68.0,,,92.0,,,1.35,25.62701369863014,1505.79,61.639178082191776
Chhattisgarh,Bemetara,2021,Jowar,Whole Year,7.0,,,0.0,,,0.0,25.62701369863014,1505.79,61.639178082191776
Chhattisgarh,Bemetara,2021,Onion,Whole Year,134.0,,,692.0,,,5.16,25.62701369863014,1505.79,61.639178082191776
Chhattisgarh,Bemetara,2021,Sugarcane,Whole Year,4018.0,,,90780.0,,,22.59,25.62701369863014,1505.79,61.639178082191776
Chhattisgarh,Bemetara,2021,Sunflower,Whole Year,8.0,,,7.0,,,0.88,25.62701369863014,1505.79,61.639178082191776
