State,District,Year,Crop,Season,Area (Hectare),Production (Bales),Production (Nuts),Production (Tonnes),Yield (Bales/Hectare),Yield (Nuts/Hectare),Yield (Tonne/Hectare),Avg_Temp,Total_Rainfall,Avg_Humidity,Temp_Stress,Rain_Deviation,Yield_Class
Arunachal Pradesh,Changlang,2022,Turmeric,Whole Year,127.0,,,387.0,,,3.05,20.542246575342467,3066.82,79.03038356164383,4.4577534246575325,506.2125000000001,0
Arunachal Pradesh,Dibang valley,2015,Dry chillies,Whole Year,60.0,,,116.0,,,1.93,4.351479452054795,1159.08,79.87961643835615,20.648520547945203,-122.79375000000005,1
Arunachal Pradesh,Dibang valley,2015,Ginger,Whole Year,156.0,,,745.0,,,4.78,4.351479452054795,1159.08,79.87961643835615,20.648520547945203,-122.79375000000005,0
Arunachal Pradesh,Dibang valley,2016,Dry chillies,Whole Year,89.0,,,197.0,,,2.21,4.818251366120219,1220.15,79.49101092896174,20.18174863387978,-61.72374999999988,1
Arunachal Pradesh,Dibang valley,2016,Ginger,Whole Year,156.0,,,765.0,,,4.9,4.818251366120219,1220.15,79.49101092896174,20.18174863387978,-61.72374999999988,0
Arunachal Pradesh,Dibang valley,2017,Dry chillies,Whole Year,92.0,,,215.0,,,2.34,4.873917808219178,1272.4499999999998,79.94282191780822,20.12608219178082,-9.423750000000155,1
Arunachal Pradesh,Dibang valley,2017,Ginger,Whole Year,160.0,,,765.0,,,4.78,4.873917808219178,1272.4499999999998,79.94282191780822,20.12608219178082,-9.423750000000155,0
Arunachal Pradesh,Dibang valley,2018,Dry chillies,Whole Year,92.0,,,217.0,,,2.36,4.370876712328767,998.83,79.1737808219178,20.629123287671234,-283.04374999999993,1
Arunachal Pradesh,Dibang valley,2018,Ginger,Whole Year,160.0,,,771.0,,,4.82,4.370876712328767,998.83,79.1737808219178,20.629123287671234,-283.04374999999993,0
Arunachal Pradesh,Dibang valley,2019,Dry chillies,Whole Year,93.0,,,224.0,,,2.41,4.400246575342466,1101.37,80.73098630136985,20.599753424657536,-180.50375000000008,1
Arunachal Pradesh,Dibang valley,2019,Ginger,Whole Year,161.0,,,771.0,,,4.79,4.400246575342466,1101.37,80.73098630136985,20.599753424657536,-180.50375000000008,0
Arunachal Pradesh,Dibang valley,2020,Dry chillies,Whole Year,93.0,,,228.0,,,2.45,4.350683060109289,1876.46,81.40213114754098,20.64931693989071,594.5862500000001,1
Arunachal Pradesh,Dibang valley,2020,Ginger,Whole Year,161.0,,,776.0,,,4.82,4.350683060109289,1876.46,81.40213114754098,20.64931693989071,594.5862500000001,0
Arunachal Pradesh,Dibang valley,2021,Dry chillies,Whole Year,98.0,,,260.0,,,2.65,4.746821917808219,1115.86,80.2427397260274,20.25317808219178,-166.01375000000007,1
Arunachal Pradesh,Dibang valley,2021,Ginger,Whole Year,168.0,,,855.0,,,5.09,4.746821917808219,1115.86,80.2427397260274,20.25317808219178,-166.01375000000007,0
Arunachal Pradesh,Dibang valley,2022,Dry chillies,Whole Year,99.0,,,263.0,,,2.66,4.45627397260274,1510.79,80.24115068493151,20.54372602739726,228.91625,1
Arunachal Pradesh,Dibang valley,2022,Ginger,Whole Year,170.0,,,864.0,,,5.08,4.45627397260274,1510.79,80.24115068493151,20.54372602739726,228.91625,0
Arunachal Pradesh,East kameng,2015,Dry chillies,Whole Year,115.0,,,338.0,,,2.94,15.092739726027396,1976.33,85.82076712328765,9.907260273972604,-35.0,1
Arunachal Pradesh,East kameng,2015,Ginger,Whole Year,135.0,,,614.0,,,4.55,15.092739726027396,1976.33,85.82076712328765,9.907260273972604,-35.0,0
Arunachal Pradesh,East kameng,2016,Dry chillies,Whole Year,144.0,,,419.0,,,2.91,15.456065573770491,1829.19,84.59959016393444,9.543934426229509,-182.13999999999987,1
Arunachal Pradesh,East kameng,2016,Ginger,Whole Year,135.0,,,634.0,,,4.7,15.456065573770491,1829.19,84.59959016393444,9.543934426229509,-182.13999999999987,0
Arunachal Pradesh,East kameng,2017,Dry chillies,Whole Year,147.0,,,437.0,,,2.97,15.31345205479452,2162.53,84.32805479452055,9.68654794520548,151.20000000000027,1
Arunachal Pradesh,East kameng,2017,Ginger,Whole Year,139.0,,,634.0,,,4.56,15.31345205479452,2162.53,84.32805479452055,9.68654794520548,151.20000000000027,0
Arunachal Pradesh,East kameng,2018,Dry chillies,Whole Year,147.0,,,439.0,,,2.99,14.783890410958904,1804.89,84.68926027397261,10.216109589041096,-206.43999999999983,1
Arunachal Pradesh,East kameng,2018,Ginger,Whole Year,139.0,,,640.0,,,4.6,14.783890410958904,1804.89,84.68926027397261,10.216109589041096,-206.43999999999983,0
Arunachal Pradesh,East kameng,2019,Dry chillies,Whole Year,104.0,,,312.0,,,3.0,14.782821917808215,2046.2900000000004,83.52216438356166,10.217178082191785,34.96000000000049,1
Arunachal Pradesh,East kameng,2019,Ginger,Whole Year,98.0,,,448.0,,,4.57,14.782821917808215,2046.2900000000004,83.52216438356166,10.217178082191785,34.96000000000049,0
Arunachal Pradesh,East kameng,2020,Dry chillies,Whole Year,104.0,,,315.0,,,3.03,14.743524590163934,2334.19,85.3227868852459,10.256475409836066,322.8600000000001,1
Arunachal Pradesh,East kameng,2020,Ginger,Whole Year,99.0,,,453.0,,,4.58,14.743524590163934,2334.19,85.3227868852459,10.256475409836066,322.8600000000001,0
Arunachal Pradesh,East kameng,2021,Dry chillies,Whole Year,110.0,,,352.0,,,3.2,14.894438356164384,1748.68,83.69802739726028,10.105561643835616,-262.64999999999986,1
Arunachal Pradesh,East kameng,2021,Ginger,Whole Year,103.0,,,509.0,,,4.94,14.894438356164384,1748.68,83.69802739726028,10.105561643835616,-262.64999999999986,0
Arunachal Pradesh,East kameng,2022,Dry chillies,Whole Year,111.0,,,356.0,,,3.21,14.693835616438356,2188.54,84.2805205479452,10.306164383561644,177.21000000000004,1
Arunachal Pradesh,East kameng,2022,Ginger,Whole Year,110.0,,,544.0,,,4.95,14.693835616438356,2188.54,84.2805205479452,10.306164383561644,177.21000000000004,0
Arunachal Pradesh,East siang,2015,Dry chillies,Whole Year,215.0,,,677.0,,,3.15,23.830657534246573,3056.29,72.87063013698629,1.1693424657534273,-319.88125000000036,1
Arunachal Pradesh,East siang,2015,Ginger,Whole Year,934.0,,,7167.0,,,7.67,23.830657534246573,3056.29,72.87063013698629,1.1693424657534273,-319.88125000000036,0
Arunachal Pradesh,East siang,2015,Turmeric,Whole Year,163.0,,,677.0,,,4.15,23.830657534246573,3056.29,72.87063013698629,1.1693424657534273,-319.88125000000036,0
Arunachal Pradesh,East siang,2016,Dry chillies,Whole Year,244.0,,,758.0,,,3.11,24.128169398907104,3157.81,73.6914480874317,0.8718306010928956,-218.36125000000038,1
Arunachal Pradesh,East siang,2016,Ginger,Whole Year,947.0,,,7167.0,,,7.57,24.128169398907104,3157.81,73.6914480874317,0.8718306010928956,-218.36125000000038,0
Arunachal Pradesh,East siang,2016,Turmeric,Whole Year,163.0,,,650.0,,,3.99,24.128169398907104,3157.81,73.6914480874317,0.8718306010928956,-218.36125000000038,0
Arunachal Pradesh,East siang,2017,Dry chillies,Whole Year,250.0,,,776.0,,,3.1,24.26928767123288,3575.24,72.49479452054796,0.7307123287671189,199.06874999999945,1
Arunachal Pradesh,East siang,2017,Ginger,Whole Year,951.0,,,7108.0,,,7.47,24.26928767123288,3575.24,72.49479452054796,0.7307123287671189,199.06874999999945,0
Arunachal Pradesh,East siang,2017,Turmeric,Whole Year,164.0,,,700.0,,,4.27,24.26928767123288,3575.24,72.49479452054796,0.7307123287671189,199.06874999999945,0
Arunachal Pradesh,East siang,2018,Dry chillies,Whole Year,190.0,,,543.0,,,2.86,23.84687671232877,2586.63,72.20024657534248,1.1531232876712316,-789.5412500000002,1
Arunachal Pradesh,East siang,2018,Ginger,Whole Year,657.0,,,4840.0,,,7.37,23.84687671232877,2586.63,72.20024657534248,1.1531232876712316,-789.5412500000002,0
Arunachal Pradesh,East siang,2018,Turmeric,Whole Year,122.0,,,561.0,,,4.6,23.84687671232877,2586.63,72.20024657534248,1.1531232876712316,-789.5412500000002,0
Arunachal Pradesh,East siang,2019,Dry chillies,Whole Year,191.0,,,550.0,,,2.88,24.05312328767123,3090.26,72.34657534246575,0.9468767123287698,-285.9112500000001,1
Arunachal Pradesh,East siang,2019,Ginger,Whole Year,658.0,,,4761.0,,,7.24,24.05312328767123,3090.26,72.34657534246575,0.9468767123287698,-285.9112500000001,0
Arunachal Pradesh,East siang,2019,Turmeric,Whole Year,123.0,,,563.0,,,4.58,24.05312328767123,3090.26,72.34657534246575,0.9468767123287698,-285.9112500000001,0
Arunachal Pradesh,East siang,2020,Dry chillies,Whole Year,191.0,,,553.0,,,2.9,23.764590163934425,4656.889999999999,73.29341530054644,1.2354098360655748,1280.718749999999,1
Arunachal Pradesh,East siang,2020,Ginger,Whole Year,658.0,,,4766.0,,,7.24,23.764590163934425,4656.889999999999,73.29341530054644,1.2354098360655748,1280.718749999999,0
Arunachal Pradesh,East siang,2020,Turmeric,Whole Year,123.0,,,567.0,,,4.61,23.764590163934425,4656.889999999999,73.29341530054644,1.2354098360655748,1280.718749999999,0
Arunachal Pradesh,East siang,2021,Dry chillies,Whole Year,201.0,,,602.0,,,3.0,24.063123287671235,2864.4700000000003,71.66895890410959,0.9368767123287647,-511.7012500000001,1
Arunachal Pradesh,East siang,2021,Ginger,Whole Year,674.0,,,4931.0,,,7.32,24.063123287671235,2864.4700000000003,71.66895890410959,0.9368767123287647,-511.7012500000001,0
Arunachal Pradesh,East siang,2021,Turmeric,Whole Year,137.0,,,632.0,,,4.61,24.063123287671235,2864.4700000000003,71.66895890410959,0.9368767123287647,-511.7012500000001,0
Arunachal Pradesh,East siang,2022,Dry chillies,Whole Year,205.0,,,615.0,,,3.0,23.615863013698632,4021.78,71.83298630136987,1.3841369863013675,645.6087499999999,1
Arunachal Pradesh,East siang,2022,Ginger,Whole Year,686.0,,,5022.0,,,7.32,23.615863013698632,4021.78,71.83298630136987,1.3841369863013675,645.6087499999999,0
Arunachal Pradesh,East siang,2022,Turmeric,Whole Year,142.0,,,656.0,,,4.62,23.615863013698632,4021.78,71.83298630136987,1.3841369863013675,645.6087499999999,0
Arunachal Pradesh,Kamle,2018,Dry chillies,Whole Year,106.0,,,285.0,,,2.69,22.08180821917808,2441.2,79.23361643835615,2.918191780821921,-436.97400000000016,1
Arunachal Pradesh,Kamle,2018,Ginger,Whole Year,125.0,,,748.0,,,5.98,22.08180821917808,2441.2,79.23361643835615,2.918191780821921,-436.97400000000016,0
Arunachal Pradesh,Kamle,2019,Dry chillies,Whole Year,107.0,,,292.0,,,2.73,22.246931506849315,2786.51,78.19405479452055,2.7530684931506855,-91.66399999999976,1
Arunachal Pradesh,Kamle,2019,Ginger,Whole Year,126.0,,,748.0,,,5.94,22.246931506849315,2786.51,78.19405479452055,2.7530684931506855,-91.66399999999976,0
Arunachal Pradesh,Kamle,2020,Dry chillies,Whole Year,107.0,,,295.0,,,2.76,21.956967213114755,3582.4,80.3260655737705,3.043032786885245,704.2260000000001,1
Arunachal Pradesh,Kamle,2020,Ginger,Whole Year,127.0,,,753.0,,,5.93,21.956967213114755,3582.4,80.3260655737705,3.043032786885245,704.2260000000001,0
Arunachal Pradesh,Kamle,2021,Dry chillies,Whole Year,115.0,,,336.0,,,2.92,22.26934246575342,2367.82,78.05386301369865,2.7306575342465784,-510.3539999999998,1
Arunachal Pradesh,Kamle,2021,Ginger,Whole Year,133.0,,,828.0,,,6.23,22.26934246575342,2367.82,78.05386301369865,2.7306575342465784,-510.3539999999998,0
Arunachal Pradesh,Kamle,2022,Dry chillies,Whole Year,117.0,,,342.0,,,2.92,21.753561643835614,3212.9400000000005,78.64827397260274,3.2464383561643864,334.76600000000053,1
Arunachal Pradesh,Kamle,2022,Ginger,Whole Year,138.0,,,859.0,,,6.22,21.753561643835614,3212.9400000000005,78.64827397260274,3.2464383561643864,334.76600000000053,0
Arunachal Pradesh,Kra daadi,2015,Dry chillies,Whole Year,130.0,,,247.0,,,1.9,14.742328767123286,2340.37,85.52369863013699,10.257671232876714,-118.11125000000038,1
Arunachal Pradesh,Kra daadi,2015,Ginger,Whole Year,17.0,,,105.0,,,6.18,14.742328767123286,2340.37,85.52369863013699,10.257671232876714,-118.11125000000038,0
Arunachal Pradesh,Kra daadi,2016,Dry chillies,Whole Year,159.0,,,328.0,,,2.06,15.25049180327869,2251.73,84.4558469945355,9.74950819672131,-206.75125000000025,1
Arunachal Pradesh,Kra daadi,2016,Ginger,Whole Year,17.0,,,125.0,,,7.35,15.25049180327869,2251.73,84.4558469945355,9.74950819672131,-206.75125000000025,0
Arunachal Pradesh,Kra daadi,2017,Dry chillies,Whole Year,162.0,,,346.0,,,2.14,15.161616438356164,2638.38,84.23317808219178,9.838383561643836,179.89874999999984,1
Arunachal Pradesh,Kra daadi,2017,Ginger,Whole Year,21.0,,,125.0,,,5.95,15.161616438356164,2638.38,84.23317808219178,9.838383561643836,179.89874999999984,0
Arunachal Pradesh,Kra daadi,2018,Dry chillies,Whole Year,162.0,,,348.0,,,2.15,14.686383561643837,2108.63,84.84630136986301,10.313616438356163,-349.85125000000016,1
Arunachal Pradesh,Kra daadi,2018,Ginger,Whole Year,21.0,,,131.0,,,6.24,14.686383561643837,2108.63,84.84630136986301,10.313616438356163,-349.85125000000016,0
Arunachal Pradesh,Kra daadi,2019,Dry chillies,Whole Year,163.0,,,355.0,,,2.18,14.753780821917806,2344.3500000000004,83.79698630136987,10.246219178082194,-114.13124999999991,1
Arunachal Pradesh,Kra daadi,2019,Ginger,Whole Year,22.0,,,131.0,,,5.95,14.753780821917806,2344.3500000000004,83.79698630136987,10.246219178082194,-114.13124999999991,0
Arunachal Pradesh,Kra daadi,2020,Dry chillies,Whole Year,163.0,,,357.0,,,2.19,14.696939890710382,3083.7000000000003,85.00969945355192,10.303060109289618,625.21875,1
Arunachal Pradesh,Kra daadi,2020,Ginger,Whole Year,22.0,,,134.0,,,6.09,14.696939890710382,3083.7000000000003,85.00969945355192,10.303060109289618,625.21875,0
Arunachal Pradesh,Kra daadi,2021,Dry chillies,Whole Year,176.0,,,407.0,,,2.31,14.81249315068493,2172.37,84.18523287671233,10.18750684931507,-286.1112500000004,1
Arunachal Pradesh,Kra daadi,2021,Ginger,Whole Year,23.0,,,144.0,,,6.26,14.81249315068493,2172.37,84.18523287671233,10.18750684931507,-286.1112500000004,0
Arunachal Pradesh,Kra daadi,2022,Dry chillies,Whole Year,178.0,,,412.0,,,2.31,14.592493150684932,2728.32,83.44564383561645,10.407506849315068,269.8387499999999,1
Arunachal Pradesh,Kra daadi,2022,Ginger,Whole Year,26.0,,,162.0,,,6.23,14.592493150684932,2728.32,83.44564383561645,10.407506849315068,269.8387499999999,0
Arunachal Pradesh,Kurung kumey,2015,Dry chillies,Whole Year,70.0,,,139.0,,,1.99,9.107123287671232,1357.09,86.43983561643836,15.892876712328768,-92.18374999999992,1
Arunachal Pradesh,Kurung kumey,2015,Ginger,Whole Year,14.0,,,79.0,,,5.64,9.107123287671232,1357.09,86.43983561643836,15.892876712328768,-92.18374999999992,0
Arunachal Pradesh,Kurung kumey,2016,Dry chillies,Whole Year,99.0,,,220.0,,,2.22,9.522103825136613,1338.38,84.70655737704918,15.477896174863387,-110.89374999999973,1
Arunachal Pradesh,Kurung kumey,2016,Ginger,Whole Year,14.0,,,99.0,,,7.07,9.522103825136613,1338.38,84.70655737704918,15.477896174863387,-110.89374999999973,0
Arunachal Pradesh,Kurung kumey,2017,Dry chillies,Whole Year,102.0,,,238.0,,,2.33,9.403917808219177,1552.9899999999998,84.7433698630137,15.596082191780823,103.71624999999995,1
Arunachal Pradesh,Kurung kumey,2017,Ginger,Whole Year,18.0,,,99.0,,,5.5,9.403917808219177,1552.9899999999998,84.7433698630137,15.596082191780823,103.71624999999995,0
Arunachal Pradesh,Kurung kumey,2018,Dry chillies,Whole Year,102.0,,,240.0,,,2.35,8.935452054794522,1282.59,84.86104109589041,16.064547945205476,-166.68374999999992,1
Arunachal Pradesh,Kurung kumey,2018,Ginger,Whole Year,18.0,,,105.0,,,5.83,8.935452054794522,1282.59,84.86104109589041,16.064547945205476,-166.68374999999992,0
Arunachal Pradesh,Kurung kumey,2019,Dry chillies,Whole Year,103.0,,,247.0,,,2.4,8.914657534246576,1433.9,84.2273698630137,16.085342465753424,-15.373749999999745,1
Arunachal Pradesh,Kurung kumey,2019,Ginger,Whole Year,19.0,,,105.0,,,5.53,8.914657534246576,1433.9,84.2273698630137,16.085342465753424,-15.373749999999745,0
Arunachal Pradesh,Kurung kumey,2020,Dry chillies,Whole Year,103.0,,,249.0,,,2.42,8.931612021857923,1716.37,85.60674863387977,16.068387978142077,267.09625000000005,1
Arunachal Pradesh,Kurung kumey,2020,Ginger,Whole Year,19.0,,,108.0,,,5.68,8.931612021857923,1716.37,85.60674863387977,16.068387978142077,267.09625000000005,0
Arunachal Pradesh,Kurung kumey,2021,Dry chillies,Whole Year,110.0,,,286.0,,,2.6,9.140931506849316,1328.2199999999998,84.79487671232876,15.859068493150684,-121.05375000000004,1
Arunachal Pradesh,Kurung kumey,2021,Ginger,Whole Year,20.0,,,128.0,,,6.4,9.140931506849316,1328.2199999999998,84.79487671232876,15.859068493150684,-121.05375000000004,0
Arunachal Pradesh,Kurung kumey,2022,Dry chillies,Whole Year,112.0,,,292.0,,,2.61,8.942383561643837,1584.65,84.79912328767124,16.057616438356163,135.37625000000025,1
Arunachal Pradesh,Kurung kumey,2022,Ginger,Whole Year,23.0,,,136.0,,,5.91,8.942383561643837,1584.65,84.79912328767124,16.057616438356163,135.37625000000025,0
Arunachal Pradesh,Lohit,2015,Dry chillies,Whole Year,64.0,,,181.0,,,2.83,17.85386301369863,2658.6000000000004,75.26682191780822,7.1461369863013715,-327.3512499999997,1
Arunachal Pradesh,Lohit,2015,Ginger,Whole Year,141.0,,,1222.0,,,8.67,17.85386301369863,2658.6000000000004,75.26682191780822,7.1461369863013715,-327.3512499999997,0
Arunachal Pradesh,Lohit,2015,Turmeric,Whole Year,59.0,,,327.0,,,5.54,17.85386301369863,2658.6000000000004,75.26682191780822,7.1461369863013715,-327.3512499999997,0
Arunachal Pradesh,Lohit,2016,Dry chillies,Whole Year,93.0,,,262.0,,,2.82,18.01814207650273,2798.4700000000003,77.74614754098361,6.9818579234972695,-187.48124999999982,1
Arunachal Pradesh,Lohit,2016,Ginger,Whole Year,155.0,,,1222.0,,,7.88,18.01814207650273,2798.4700000000003,77.74614754098361,6.9818579234972695,-187.48124999999982,0
Arunachal Pradesh,Lohit,2016,Turmeric,Whole Year,59.0,,,300.0,,,5.08,18.01814207650273,2798.4700000000003,77.74614754098361,6.9818579234972695,-187.48124999999982,0
Arunachal Pradesh,Lohit,2017,Dry chillies,Whole Year,96.0,,,280.0,,,2.92,18.246684931506845,3160.2,75.87901369863013,6.753315068493155,174.24874999999975,1
Arunachal Pradesh,Lohit,2017,Ginger,Whole Year,159.0,,,1163.0,,,7.31,18.246684931506845,3160.2,75.87901369863013,6.753315068493155,174.24874999999975,0
