State,District,Year,Crop,Season,Area (Hectare),Production (Bales),Production (Nuts),Production (Tonnes),Yield (Bales/Hectare),Yield (Nuts/Hectare),Yield (Tonne/Hectare),Avg_Temp,Total_Rainfall,Avg_Humidity,Temp_Stress,Rain_Deviation,Yield_Class
Arunachal Pradesh,Anjaw,2015,Potato,Whole Year,73.0,,,392.0,,,5.37,9.63558904109589,1467.4299999999998,80.16460273972602,15.36441095890411,-283.6700000000001,0
Arunachal Pradesh,Anjaw,2016,Potato,Whole Year,73.0,,,392.0,,,5.37,10.000081967213116,1697.6699999999998,81.50393442622952,14.999918032786884,-53.430000000000064,0
Arunachal Pradesh,Anjaw,2017,Potato,Whole Year,78.0,,,444.0,,,5.69,10.219397260273974,1860.32,80.41350684931507,14.780602739726026,109.22000000000003,0
Arunachal Pradesh,Anjaw,2018,Potato,Whole Year,82.0,,,476.0,,,5.8,9.674054794520549,1461.5300000000002,79.88331506849315,15.325945205479451,-289.5699999999997,0
Arunachal Pradesh,Anjaw,2019,Potato,Whole Year,83.0,,,484.0,,,5.83,9.877342465753424,1575.25,80.45153424657535,15.122657534246576,-175.8499999999999,0
Arunachal Pradesh,Anjaw,2020,Potato,Whole Year,83.0,,,490.0,,,5.9,9.736256830601093,2357.24,81.34420765027322,15.263743169398907,606.1399999999999,0
Arunachal Pradesh,Anjaw,2021,Potato,Whole Year,84.0,,,496.0,,,5.9,10.130383561643834,1403.0800000000002,79.12506849315068,14.869616438356166,-348.01999999999975,0
Arunachal Pradesh,Anjaw,2022,Potato,Whole Year,86.0,,,508.0,,,5.91,9.797424657534249,2186.28,80.19904109589041,15.202575342465751,435.1800000000003,0
Arunachal Pradesh,Changlang,2015,Potato,Whole Year,159.0,,,1048.0,,,6.59,20.965561643835617,2426.63,77.33424657534246,4.034438356164383,-133.97749999999996,0
Arunachal Pradesh,Changlang,2016,Potato,Whole Year,159.0,,,1048.0,,,6.59,20.953032786885245,2360.41,80.65579234972678,4.046967213114755,-200.19750000000022,0
Arunachal Pradesh,Changlang,2017,Potato,Whole Year,164.0,,,1100.0,,,6.71,21.07758904109589,2760.82,79.880301369863,3.922410958904109,200.2125000000001,0
Arunachal Pradesh,Changlang,2018,Potato,Whole Year,168.0,,,1132.0,,,6.74,20.69509589041096,2058.73,79.16443835616438,4.304904109589039,-501.87750000000005,0
Arunachal Pradesh,Changlang,2019,Potato,Whole Year,169.0,,,1140.0,,,6.75,20.973068493150684,2437.09,79.01032876712328,4.026931506849316,-123.51749999999993,0
Arunachal Pradesh,Changlang,2020,Potato,Whole Year,169.0,,,1147.0,,,6.79,20.69969945355191,3270.09,80.47590163934426,4.300300546448089,709.4825000000001,0
Arunachal Pradesh,Changlang,2021,Potato,Whole Year,172.0,,,1166.0,,,6.78,21.013369863013697,2104.27,78.12309589041097,3.986630136986303,-456.3375000000001,0
Arunachal Pradesh,Changlang,2022,Potato,Whole Year,176.0,,,1194.0,,,6.78,20.542246575342467,3066.82,79.03038356164383,4.4577534246575325,506.2125000000001,0
Arunachal Pradesh,Dibang valley,2015,Potato,Whole Year,162.0,,,891.0,,,5.5,4.351479452054795,1159.08,79.87961643835615,20.648520547945203,-122.79375000000005,0
Arunachal Pradesh,Dibang valley,2016,Potato,Whole Year,162.0,,,891.0,,,5.5,4.818251366120219,1220.15,79.49101092896174,20.18174863387978,-61.72374999999988,0
Arunachal Pradesh,Dibang valley,2017,Potato,Whole Year,167.0,,,943.0,,,5.65,4.873917808219178,1272.4499999999998,79.94282191780822,20.12608219178082,-9.423750000000155,0
Arunachal Pradesh,Dibang valley,2018,Potato,Whole Year,171.0,,,925.0,,,5.41,4.370876712328767,998.83,79.1737808219178,20.629123287671234,-283.04374999999993,0
Arunachal Pradesh,Dibang valley,2019,Potato,Whole Year,172.0,,,983.0,,,5.72,4.400246575342466,1101.37,80.73098630136985,20.599753424657536,-180.50375000000008,0
Arunachal Pradesh,Dibang valley,2020,Potato,Whole Year,172.0,,,990.0,,,5.76,4.350683060109289,1876.46,81.40213114754098,20.64931693989071,594.5862500000001,0
Arunachal Pradesh,Dibang valley,2021,Potato,Whole Year,176.0,,,1013.0,,,5.76,4.746821917808219,1115.86,80.2427397260274,20.25317808219178,-166.01375000000007,0
